name,country,state,lat,lon,elev,begin_station,end_station
IGARAPE-ACU NORTH,BR,,-1.067,-47.617,+0057.0,19450514,19450920
BOCAIUVA SOUTHEAST,BR,,-17.2,-43.667,+0828.0,19470406,19470523
OIAPOQUE,BR,,3.814,-51.863,+0020.5,20160704,20190701
BOA VISTA,BR,,2.805,-60.647,+0095.5,20160704,20210120
TARTARUGALZINHO,BR,,1.497,-50.917,+0022.5,20161021,20180405
PORTO GRANDE,BR,,0.7,-51.433,+0078.5,20210817,20210817
BARCELOS,BR,,-0.983,-62.917,+0018.5,20161104,20200107
SOURE,BR,,-0.817,-48.517,+0012.5,20160704,20200219
SALINOPOLIS,BR,,-0.617,-47.35,+0022.5,20160704,20200608
BRAGANCA,BR,,-1.05,-46.783,+0034.5,20160704,20210116
TURIACU,BR,,-1.667,-45.367,+0042.5,20160704,20200324
PRESIDENTE FIGUEIREDO,BR,,-2.056,-60.026,+0093.5,20160704,20201203
URUCARA,BR,,-2.533,-57.75,+0018.5,20160704,20200131
PARINTINS,BR,,-2.639,-56.756,+0036.5,20160704,20200325
CAMETA,BR,,-2.25,-49.5,+0023.5,20160704,20191204
SANTANA,BR,,-2.267,-43.617,+0009.5,20160704,20190506
PREGUICAS,BR,,-2.593,-42.707,+0001.6,20140410,20200320
AUTAZES,BR,,-3.583,-59.129,+0029.5,20160704,20210424
MAUES,BR,,-3.4,-57.667,+0036.5,20160704,20200325
PLACAS,BR,,-3.867,-54.217,+0097.5,20160704,20200308
MEDICILANDIA,BR,,-3.517,-52.967,+0252.5,20160704,20210117
PACAJA,BR,,-3.85,-50.633,+0109.5,20160704,20191204
TUCURUI,BR,,-3.817,-49.683,+0149.5,20160712,20210511
PARAGOMINAS,BR,,-3.017,-47.35,+0102.5,20160704,20201022
CHAPADINHA,BR,,-3.75,-43.35,+0092.5,20160704,20200409
ESPERANTINA,BR,,-3.9,-42.267,+0066.5,20160704,20181120
SOBRAL,BR,,-3.75,-40.35,+0065.5,20160704,20210225
ACARAU,BR,,-3.117,-40.083,+0077.5,20160704,20200220
ITAPIPOCA,BR,,-3.483,-39.583,+0103.5,20160704,20191213
COARI,BR,,-4.1,-63.15,+0044.5,20160704,20200113
ITAITUBA,BR,,-4.283,-56.0,+0014.5,20160704,20200915
RONDON DO PARA,BR,,-4.783,-48.067,+0222.5,20160704,20210317
BURITICUPU,BR,,-4.317,-46.45,+0176.5,20160704,20200425
CAXIAS,BR,,-4.817,-43.35,+0077.5,20160705,20200222
GUARAMIRANGA,BR,,-4.267,-38.933,+0871.5,20160704,20210218
MARABA,BR,,-5.167,-49.383,+0117.5,20160704,20210621
ARAGUATINS,BR,,-5.65,-48.117,+0118.5,20160704,20210126
GRAJAU,BR,,-5.817,-46.167,+0231.5,20160704,20210206
SAO PEDRO DO PIAUI,BR,,-5.917,-42.717,+0288.5,20160704,20191020
CASTELO DO PIAUI,BR,,-5.35,-41.517,+0287.5,20160704,20191109
JAGUARIBE,BR,,-5.905,-38.628,+0185.5,20160704,20200727
MOSSORO,BR,,-5.083,-37.367,+0037.5,20160730,20200402
APODI,BR,,-5.117,-36.717,+0005.5,20160704,20201202
CALCANHAR,BR,,-5.167,-35.483,+0018.5,20160704,20190113
ALVORADA DO GURGUEIA,BR,,-8.45,-43.867,+0271.5,20160704,20210817
SAO JOAO DO PIAUI,BR,,-8.365,-42.251,+0236.5,20110926,20200522
SERRA DE CARAJAS,BR,,-6.083,-50.15,+0720.5,20160704,20191115
ESTREITO,BR,,-6.65,-47.417,+0181.5,20160704,20210514
COLINAS,BR,,-6.033,-44.233,+0180.5,20160704,20210115
OEIRAS,BR,,-6.967,-42.15,+0157.5,20160704,20201215
VALENCA DO PIAUI,BR,,-6.4,-41.733,+0302.5,20160704,20201215
TAUA,BR,,-6.017,-40.283,+0416.5,20160704,20200823
SANTA CRUZ,BR,,-6.233,-36.033,+0238.5,20160704,20191204
CAMARATUBA,BR,,-6.617,-35.133,+0137.5,20160704,20191117
HUMAITA,BR,,-7.55,-63.067,+0073.5,20160916,20201227
APUI,BR,,-7.2,-59.883,+0169.5,20160704,20201123
ARAGUAINA,BR,,-7.267,-48.2,+0227.5,20160704,20210317
BALSAS,BR,,-7.45,-46.033,+0225.5,20160704,20200523
URUCUI,BR,,-7.467,-44.35,+0394.5,20160704,20210223
CAMPOS SALES,BR,,-7.083,-40.367,+0573.5,20140410,20200316
CABACEIRAS,BR,,-7.483,-36.283,+0437.5,20160704,20210205
PORTO WALTER,BR,,-8.267,-72.75,+0205.5,20160704,20201112
MARECHAL THAUMATURGO,BR,,-8.95,-72.787,+0231.5,20160705,20191204
BOCA DO ACRE,BR,,-8.777,-67.332,+0112.5,20160707,20200122
PORTO VELHO,BR,,-8.8,-63.85,+0099.5,20160704,20190921
CONCEICAO DO ARAGUAIA,BR,,-8.283,-49.267,+0181.5,20160704,20210817
PEDRO AFONSO,BR,,-8.967,-48.183,+0190.5,20160704,20210817
GARANHUS,BR,,-8.9,-36.5,+0823.5,20160704,20210817
CARUARU,BR,,-8.233,-35.983,+0551.5,20160704,20210125
PARQUE ESTADUAL CHANDLESS,BR,,-9.367,-69.933,+0207.5,20160704,20210817
ARIQUEMES,BR,,-9.95,-62.967,+0141.5,20160704,20200729
COTRIGUACU,BR,,-9.9,-58.567,+0262.5,20160704,20200405
APIACAS,BR,,-9.567,-57.4,+0221.5,20160704,20210510
ALTA FLORESTA,BR,,-10.067,-56.75,+0295.5,20160704,20200729
CARLINDA,BR,,-9.967,-55.833,+0301.5,20160704,20210107
GUARANTA DO NORTE,BR,,-9.95,-54.883,+0321.5,20160704,20191204
SANTANA DO ARAGUAIA,BR,,-9.333,-50.35,+0169.5,20161008,20210221
UAUA,BR,,-9.833,-39.5,+0454.5,20160704,20210406
PAULO AFONSO,BR,,-9.367,-38.217,+0254.2,20160704,20180129
PAO DE ACUCAR,BR,,-9.767,-37.45,+0020.5,20160704,20200914
NORMANDIA,BR,,3.5,-60.167,+0700.0,19930821,19940707
BOA VISTA,BR,,2.817,-60.65,+0090.0,19740610,20210917
TIRIOS,BR,,2.224,-55.947,+0325.0,19840403,20081112
IAUARETE,BR,,0.608,-69.186,+0105.2,19730101,20151106
MONTE DOURADO,BR,,-0.89,-52.602,+0206.3,20061026,20200214
MACAPA-AEROPORTO,BR,,0.05,-51.067,+0016.0,19430901,20210917
PARI-CACHOEIRA,BR,,-0.167,-69.967,+0115.0,19820105,20150605
TARACUA,BR,,0.067,-68.233,+0105.0,20040709,20040709
OBIDOS,BR,,-1.917,-55.517,+0037.0,19891117,20210725
PARINTINS,BR,,-2.633,-56.733,+0029.0,19730101,20160805
PARNAIBA,BR,,-3.083,-41.783,+0022.0,19760404,20180930
ARACHU,BR,,-2.883,-40.133,+0016.0,19891201,20070417
S.PAULO DE OLIVENCA,BR,,-3.467,-68.95,+0094.0,20010911,20010912
CODAJAS,BR,,-3.833,-62.083,+0049.0,19891117,20210917
MANAUS,BR,,-3.133,-60.017,+0072.0,19330806,20210917
EDUARDO GOMES AERO,BR,,-3.033,-60.05,+0082.0,20201204,20210917
TUCURUI AERO,BR,,-3.767,-49.717,+0253.0,19931113,20130518
SOBRAL,BR,,-3.7,-40.35,+0083.0,19310104,20200322
CARAUARI,BR,,-4.95,-66.9,+0066.0,19730101,20051011
COARI,BR,,-4.083,-63.133,+0046.0,19740610,20160805
PIRIPIRI,BR,,-4.267,-41.783,+0161.0,19950101,20210801
GUARAMIRANGA,BR,,-4.283,-39.0,+0870.0,19380203,20070417
IMPERATRIZ,BR,,-5.533,-47.45,+0131.0,19910927,20210917
IMPERATRIZ,BR,,-5.533,-47.5,+0123.0,19860701,20020410
GRAJAU,BR,,-5.8,-46.45,+0163.0,19380913,20031119
BARRA DO CORDA,BR,,-5.5,-45.267,+0153.0,19310303,20210901
CRATEUS,BR,,-5.167,-40.667,+0299.0,19730102,20180430
NATAL,BR,,-5.767,-35.2,+0045.0,19310104,20190912
SAO FELIX DO XINGU,BR,,-6.633,-51.983,+0150.0,19740610,20210725
FLORIANO,BR,,-6.767,-43.017,+0127.0,19730101,20200320
TAUA,BR,,-6.0,-40.417,+0399.0,19891201,20210724
CARAJAS/MARABA,BR,,-6.117,-50.0,+0618.0,19870117,19890215
IGUATU,BR,,-6.367,-39.3,+0217.0,19310104,20210723
FLORANIA,BR,,-6.117,-36.817,+0324.0,19891201,20070417
CRUZETA,BR,,-6.433,-36.583,+0226.0,19891117,20210725
ALTO TAPAJOS,BR,,-7.35,-57.517,+0140.0,19730101,19771015
BALSAS,BR,,-7.05,-42.067,+0251.0,19951013,20011119
CAROLINA,BR,,-7.32,-47.459,+0172.2,19380719,20210917
URUCUI,BR,,-7.233,-44.55,+0187.0,19900320,19900320
CAMPOS SALES,BR,,-7.0,-40.383,+0583.0,19891117,20070417
PICOS,BR,,-7.067,-41.483,+0208.0,19891117,20200321
BARBALHA,BR,,-7.317,-39.3,+0409.0,19740611,20210725
TRIUNFO,BR,,-7.85,-38.133,+1020.0,19900323,20180331
PATOS,BR,,-7.017,-37.267,+0249.0,19860701,20200320
CAMPINAGRANDE,BR,,-7.267,-35.883,+0500.0,19930101,20210413
BOCA DO ACRE,BR,,-8.75,-67.4,+0119.0,19730101,19850715
PORTO VELHO,BR,,-8.767,-63.917,+0095.0,19730101,20070925
PAULISTANA,BR,,-8.133,-41.133,+0375.0,19910726,20210812
GARANHUNS,BR,,-8.883,-36.517,+0823.0,19310104,20210611
CARUARU,BR,,-8.283,-35.967,+0529.0,20020912,20181222
PESQUEIRA SOUTHWEST,BR,,-8.4,-36.767,+0705.0,19310108,19400301
RIO BRANCO,BR,,-9.967,-67.8,+0160.0,19380111,20210917
COTRIGUACU *                 ,BR,,-9.917,-58.267,-0999.9,19891117,20010306
ALTO PARNAIBA *              ,BR,,-9.117,-45.95,-0999.9,20010916,20210725
BOM JESUS DO PIAUI,BR,,-9.067,-44.367,+0331.0,19740610,20210513
CARACOL,BR,,-9.283,-43.333,+0523.0,19900323,20210723
REMANSO,BR,,-9.633,-42.1,+0401.0,19360824,20210724
PILAR EAST,BR,,-9.583,-35.9,+0131.0,19380913,19440331
MACEIO,BR,,-9.667,-35.7,+0065.0,19310105,20210325
BRASILEIA,BR,,-11.017,-68.733,+0260.0,20011014,20011014
BACACHERI AERO,BR,,-25.4,-49.233,+0927.0,20201204,20210917
LAMBARI,BR,,-21.95,-45.317,+0879.0,20140614,20140614
SAO ROQUE/S. PAULO,BR,,-23.517,-47.117,-0999.9,19900506,19900829
PORTO NACIONAL,BR,,-10.719,-48.4,+0265.2,19730101,20151111
PALMAS AERO,BR,,-10.283,-48.35,+0236.0,20050628,20210917
SENAR DO BOMFMI,BR,,-10.467,-40.183,+0558.0,19891117,20100428
MONTE SANTO,BR,,-10.433,-39.3,+0464.0,19970901,20191121
SAN PEDRO,BR,,-11.417,-61.583,+0305.0,19830701,19840930
CAMPOS DOS GOITACAZES,BR,,-21.7,-41.3,+0017.0,20201204,20210917
BARBACENA AERO,BR,,-21.267,-43.75,+1115.0,20210821,20210821
SANTA ISABEL MORRO,BR,,-11.567,-50.667,+0197.0,19730101,19901017
IRECE,BR,,-11.3,-41.867,+0747.0,19740613,20210723
SERRINHA,BR,,-11.633,-38.967,+0359.0,20000330,20100428
FT PRINCIPE BEIRA,BR,,-12.417,-64.383,+0180.0,19830701,19860928
MATUPA *                     ,BR,,-10.25,-54.917,-0999.9,19891117,20210315
RIO XINGU,BR,,-12.0,-53.4,+0300.0,19730101,19820128
FEIRA DE SANTANA,BR,,-12.183,-38.967,+0231.0,19940401,20100428
PARANA,BR,,-12.55,-47.833,+0275.0,19900312,19970716
CHAPADA DIAMANTINA,BR,,-12.482,-41.277,+0510.8,20101108,20210917
ITABERABA,BR,,-12.55,-40.433,+0249.0,19730128,20180825
ALAGOINHAS,BR,,-12.283,-38.55,+0132.0,19900507,20100428
GLEBA CELESTE,BR,,-12.2,-56.5,+0415.0,19740610,20161108
BOM JESUS DA LAPA AEROPORTO,BR,,-13.267,-43.417,+0441.0,19430401,20070925
ITUACU,BR,,-13.817,-41.3,+0533.0,19900301,20210724
ITIRUCU (JAGUAQUARA)         ,BR,,-13.367,-39.95,+0756.0,19900815,20100428
ALCOMAT *                    ,BR,,-14.25,-59.25,-0999.9,19891117,20050730
FORMOSO,BR,,-14.933,-46.25,+0840.0,19900103,20210831
ESPINOSA *                   ,BR,,-14.967,-42.817,-0999.9,19891117,20070925
CAETITE,BR,,-14.05,-42.617,+0882.0,19310105,20190801
ILHEUS,BR,,-14.8,-39.067,+0060.0,19310101,19980826
POXOREO (POXOREU)            ,BR,,-15.833,-54.383,+0450.0,19790201,20210906
SAO VICENTE,BR,,-15.817,-55.417,+0800.0,20201204,20210726
SANGRADOURO,BR,,-15.633,-53.9,+0555.0,19740720,20041014
PRIMAVERA DO LESTE E,BR,,-15.633,-53.917,+0480.0,19380801,19440330
GOIAS,BR,,-15.917,-50.133,+0512.0,19310101,20171002
GAMA,BR,,-16.05,-48.05,-0999.9,19900313,19930217
BURITIS,BR,,-15.617,-46.417,+0600.0,19891109,20040811
MONTE AZUL,BR,,-15.083,-42.75,+0603.0,19891117,20160101
MOCAMBINHO,BR,,-15.05,-44.017,+0452.0,19891117,20210415
JANAUBA,BR,,-15.783,-43.3,+0516.0,19891117,20070925
CACERES,BR,,-16.05,-57.683,+0118.0,19380201,20161108
CARINHANHA,BR,,-14.167,-43.917,+0556.0,19891117,20191120
RONDONOPOLIS,BR,,-16.45,-54.567,+0284.0,19930101,20070417
LUZIANIA EAST,BR,,-16.267,-47.883,+0910.0,19380403,19440331
UNAI,BR,,-16.367,-46.55,+0460.0,19891201,20210914
MONTES CLAROS AERO,BR,,-16.7,-43.817,+0668.0,20210417,20210417
JOAO PINHEIRO,BR,,-17.7,-46.167,+0760.0,19891117,20141112
PIRAPORA,BR,,-17.333,-44.95,+0505.0,19360824,20190930
TEOFILO OTONI,BR,,-17.85,-41.517,+0356.0,19310101,20080928
COXIM,BR,,-18.5,-54.767,+0287.0,19891117,19970524
NHUMIRIM,BR,,-18.983,-56.65,+0089.0,19891201,20011009
CAPINOPOLIS,BR,,-18.683,-49.567,+0621.0,19891118,20110718
ITAITUBA,BR,,-18.967,-49.517,+0561.0,20201217,20201217
PATOS DE MINAS,BR,,-18.6,-46.517,+0940.0,19891117,20180601
CURVELO,BR,,-18.767,-44.433,+0616.0,19900314,19950608
DIAMANTINA,BR,,-18.25,-43.6,+1297.0,19360824,20200301
GOVERNADOR VALADARES,BR,,-18.85,-41.933,+0277.0,19891117,20070417
CORUMBA (AEROPORTO)          ,BR,,-19.0,-57.667,+0141.0,19770601,20210917
CONFINS (AERO)               ,BR,,-19.617,-43.967,+0827.0,20000828,20210917
POMPEU,BR,,-19.217,-45.0,+0691.0,19891117,20070925
FRUTAL,BR,,-20.033,-48.933,+0543.0,19970901,20130527
UBERABA,BR,,-19.75,-47.917,+0743.0,19360824,20110718
FLORESTAL,BR,,-19.883,-44.417,+0753.0,19730313,19740503
BAMBUI,BR,,-20.0,-45.983,+0661.0,19891201,20180405
SETE LAGOAS,BR,,-19.467,-44.25,+0732.0,19891117,20110718
AIMORES,BR,,-19.483,-41.067,+0083.0,19891117,20140709
LINHARES,BR,,-19.4,-40.067,+0028.0,19891201,20090313
MOELA,BR,,-24.05,-46.267,+0100.0,20100915,20180716
ANASTACIO,BR,,-20.467,-55.8,+0156.0,19310102,19400301
CAMPO GRANDE,BR,,-20.45,-54.617,+0530.0,19740913,20070925
AGUA CLARA,BR,,-20.45,-52.883,+0365.0,19891117,20040423
PRESIDENTE PRUDENTE AERO,BR,,-22.167,-51.417,+0449.0,20201204,20210917
URUBUPUNGA,BR,,-20.777,-51.565,+0356.3,19730101,20071107
TRES LAGOAS,BR,,-20.783,-51.7,+0313.0,19380804,20080928
VOTUPORANGA,BR,,-20.417,-49.983,+0503.0,19880513,20210724
S SEBASTIAO DO OARAISO,BR,,-20.917,-47.117,+0820.0,20160704,20191204
FURNAS/PRIVATE,BR,,-20.7,-46.333,+0735.0,19730101,19820609
DIVINOPOLIS,BR,,-20.167,-44.867,+0789.0,20201204,20210719
VICOSA,BR,,-20.75,-42.85,+0690.0,19360824,20070925
CACHOEIRO ITAPEMIRIM,BR,,-20.85,-41.1,+0077.0,19310101,20040114
PORTO MURTINHO,BR,,-21.717,-57.883,+0098.0,19891117,19901007
DOURADOS,BR,,-22.233,-54.817,+0452.0,19891107,20011224
MARAMBAIA,BR,,-23.05,-43.6,+0016.0,19840501,20000601
ARACATUBA,BR,,-21.2,-50.433,+0397.0,20070717,20130430
ARARAQUARA,BR,,-21.812,-48.133,+0711.4,20070717,20200331
CRICIUM/FORQUILHINHA,BR,,-28.733,-49.417,+0028.3,20070717,20170719
TANCREDO THOMAS DE FARIA,BR,,-25.387,-51.52,+1065.0,20070717,20150729
LINS,BR,,-21.667,-49.75,+0426.0,20020415,20020415
CATANDUVA,BR,,-21.133,-48.967,+0536.0,19880423,20210724
CALDAS,BR,,-21.917,-46.383,+1150.0,19310101,20130430
MUZAMBINHO,BR,,-21.367,-46.517,+1052.0,19360824,20200713
CAMBUQUIRA,BR,,-21.85,-45.3,+0960.0,19310101,19440331
ITAOCARA SOUTHEAST,BR,,-21.817,-42.017,+0609.0,19360824,19400301
POCO FUNDO SOUTH,BR,,-21.817,-45.95,+0917.0,19360824,19440321
SAO JOAO DEL REI,BR,,-21.3,-44.267,+0991.0,19360824,19440331
PONTA PORA,BR,,-22.533,-55.7,+0650.0,19730101,20160201
IVINHEMA,BR,,-22.317,-53.933,+0369.0,19891117,20140615
AIRPORT ESTADUAL ARTHUR SIQUE,BR,,-22.983,-46.533,+0880.2,20120622,20120622
JUNDIAI AIRPORT,BR,,-23.183,-46.933,+0757.3,20120709,20161008
CAMPOS DO JORDAO,BR,,-22.733,-45.583,+1579.0,19880513,20100428
CAMPINAS,BR,,-22.9,-47.083,+0669.0,19310101,19810925
OURO FINO,BR,,-22.283,-46.55,+0925.0,19360824,19901113
VOLTA REDONDA,BR,,-22.483,-44.083,+0374.0,19730101,19870713
VASSOURAS,BR,,-22.4,-43.667,+0437.0,19360824,19900625
ILHA RASA,BR,,-23.067,-43.15,+0075.0,19790112,20010830
NOVA FRIBURGO,BR,,-22.283,-42.533,+0856.0,19310101,20020129
PETROPOLIS,BR,,-22.517,-43.183,+0850.0,19320715,19440331
JACAREZINHO,BR,,-23.15,-49.967,+0471.0,19940503,19951231
AVARE,BR,,-23.1,-48.917,+0793.0,19360824,20070925
ITAPEVA,BR,,-23.95,-48.883,+0647.0,19310101,19970609
GUAIRA,BR,,-24.083,-54.25,+0230.0,19730101,19970823
SANTOS,BR,,-23.933,-46.317,+0014.0,19310101,20040311
CAMPO MOURAO,BR,,-24.05,-52.367,+0616.0,19891117,20100914
MOELA,BR,,-24.05,-46.267,+0101.0,19790112,20020113
SAO JOSE DOS CAMPOS,BR,,-23.233,-45.833,+0625.0,19730101,19780813
IVAI,BR,,-24.4,-50.833,+0808.0,19360824,20210725
CASTRO,BR,,-24.783,-50.0,+1009.0,19360829,20210725
JAGUARIAIVA,BR,,-24.25,-49.7,+0923.0,19380621,20190725
FOZ-DO-IGUACU(DEAD)          ,BR,,-25.533,-54.6,+0226.0,19740730,19820525
TOLEDO,BR,,-24.733,-53.733,+0550.0,19900519,19970914
SAO JOSE DOS CAMPOS AERO,BR,,-23.217,-45.867,+0646.0,19770501,20210917
S.MIGUEL IGUACU,BR,,-25.333,-54.25,+0290.0,19810601,19941111
GUARAPUAVA,BR,,-25.4,-51.467,+0609.0,19310101,20030206
EMBRAER UNIDADE GAVIAO PEIXOT,BR,,-21.774,-48.405,+0609.0,20130125,20130125
PONTA GROSSA,BR,,-25.1,-50.167,+0868.0,19360824,20011108
TREMEMBE,BR,,-23.967,-45.55,+0547.0,19360824,19950727
PALMAS,BR,,-26.483,-51.983,+1090.0,19310101,19991202
PORTO UNIAO,BR,,-26.233,-51.067,+0778.0,19900901,19970425
RIO NEGRO,BR,,-26.1,-49.8,+0824.0,19360824,20040128
IRINEOPOLIS,BR,,-26.25,-50.8,+0783.0,19380407,19400301
INDAIAL,BR,,-26.9,-49.217,+0068.0,19891201,20070925
SAO FRANCISCO DO SUL,BR,,-26.25,-48.65,+0072.0,19310101,20050829
IRAI,BR,,-27.183,-53.233,+0247.0,19730101,20180801
BELA VISTA DE GOIAS,BR,,-16.967,-48.95,+0152.0,19310814,19391125
CAMPOS NOVOS,BR,,-27.4,-51.2,+0947.0,19310101,20170801
IMARIBO,BR,,-27.2,-50.95,+0982.0,19841001,19900831
LAGES,BR,,-27.817,-50.333,+0937.0,19310101,20070925
PARAIBA DO SUL SW,BR,,-22.233,-43.333,+0377.0,19310101,19320407
ARVOREDO,BR,,-27.3,-48.35,+0020.0,19790115,20030304
VACARIA,BR,,-28.55,-50.867,+0955.0,19900305,20031226
S. JOAQUIM,BR,,-28.283,-49.917,+1402.0,19891117,20070925
URUSSANGA,BR,,-28.517,-49.317,+0049.0,19360903,19400301
LAGUNA,BR,,-28.483,-48.8,+0031.0,19360826,19901009
URUGUAIANA,BR,,-29.75,-57.083,+0062.0,19740612,20190402
RUBEM BERTA,BR,,-29.782,-57.038,+0078.0,19310102,20210917
ALEGRETE,BR,,-29.683,-55.517,+0121.0,19360824,19900124
TORRES,BR,,-29.333,-49.733,+0031.0,19730101,20210428
SANTANA DO LIVRAMENTO,BR,,-30.883,-55.533,+0231.0,19891122,20070925
ENCRUZILHADA DO SUL,BR,,-30.533,-52.517,+0428.0,19730101,20210725
SANTANA DO IPANEMA E,BR,,-9.367,-37.2,+0429.0,19310101,19310926
GENERAL CARNEIRO,BR,,-15.717,-52.75,+0416.0,19330802,19380731
ITAITUBA,BR,,-4.25,-56.0,+0034.0,19870629,19920930
MONTE DOURADO,BR,,-0.883,-52.6,+0200.0,19870629,19880509
PUERTO PINASCO,BR,,-21.267,-56.183,+0079.9,19600202,19640413
CONFRESA,BR,,-10.65,-51.567,+0238.5,20160704,20171203
BURITIRAMA,BR,,-10.717,-43.65,+0503.5,20160704,20200517
DELFINO,BR,,-10.45,-41.2,+0638.5,20160704,20201229
CARIRA,BR,,-10.4,-37.75,+0309.5,20160704,20210412
BREJO GRANDE,BR,,-10.467,-36.483,+0011.5,20160706,20200814
CORURIPE,BR,,-10.133,-36.283,+0075.5,20160704,20201203
EPITACIOLANDIA,BR,,-11.017,-68.733,+0218.5,20160704,20200426
JUARA,BR,,-11.283,-57.533,+0261.5,20160704,20200923
SINOP,BR,,-11.983,-55.567,+0372.5,20160704,20200703
SAO FELIX DO ARAGUAIA,BR,,-11.617,-50.733,+0219.5,20160704,20210817
SANTA RITA DE CASSIA,BR,,-11.017,-44.533,+0451.5,20160704,20210712
JACOBINA,BR,,-11.2,-40.467,+0454.5,20160704,20200903
CONDE,BR,,-11.817,-37.617,+0015.5,20160704,20210227
NOVO MUNDO,BR,,-12.517,-58.233,+0432.5,20160704,20200822
SORRISO,BR,,-12.55,-55.717,+0381.5,20160704,20200901
QUERENCIA,BR,,-12.633,-52.217,+0383.5,20160704,20201201
LUIS EDUARDO MAGALHAES,BR,,-12.15,-45.817,+0755.5,20160704,20201001
CRUZ DAS ALMAS,BR,,-12.667,-39.15,+0227.4,20160704,20210420
FEIRA DE SANTANA,BR,,-12.2,-38.967,+0232.5,20160704,20210321
